sampled_at_utc,study_generated_at_utc,condition_id,token_id,question,band_eligible,pot_usd_per_day,estimated_reward_share,gross_reward_usd_per_day,competitor_score_bid,competitor_score_ask,mid_price
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x60b4ee89a443d75781b3f01b1811779fa622612a2e2eaacbedaeb66671a50ab9,55858197590584287605035617136822938534237079808085652364183111468537002659665,Will Russia enter Krasnopillya by September 30?,False,50.0,0.12293,6.1466,401.3,903.7,0.096
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x9b94d7e2e7250d156b02435f4d59634d357dc789d842eaee15c35c1158d5bca4,81141181734308200688529988294612116916451750660627985997279610187281303006599,US ceasefire against Iran continues through September 15?,True,500.0,0.00125,0.6261,9970.0,14650.1,0.765
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xb1f29bc8e26a0f6ff20ea06fbe43b2e989df8f16b88ffb7d40b77b39ca1029a7,1020729574389749021261801070429282951695242675160775691845001254913872403044,Will Ukraine re-enter Uspenivka by September 30?,True,50.0,0.01187,0.5934,77.5,520.4,0.104
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x52ac1a23a52c410d1a87dd1ed1f62d41ba66f5195fdc9fb729ed7f468e00a313,109821443613620273213973655632583457203413318099376356117904673656167759401159,Will Russia capture Huliaipilske by September 30?,True,50.0,0.08213,4.1064,628.7,1701.0,0.115
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x9dd2d1112783e7fcf3e0f65e832e3ae1a9e13542ca049c6058b766c1fa3165a5,103592957901796590595186407693340790065076358544019235933666878765230981590141,"Will OpenAI’s Astra model be released by October 31, 2026?",True,30.0,0.01573,0.472,1486.4,782.0,0.855
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x30174f3f46398e37c96a07b45916e01eab9a8a854ecb624ac73a91a8490fd074,88752597571738831347942513760817776151125290177540731190810686943474863159303,"US announces end of Iranian blockade by September 30, 2026?",True,300.0,0.00133,0.3986,20124.8,9394.4,0.325
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x36fba860abdbb03c88c782df08d407434ee69be069b6cbac25cffddc2f1b437a,17306927942046812963523554047158683729350184908440966752162806116949623483484,Will Iran Reconstruction Funding be in a US-Iran deal in 2026?,True,30.0,0.01412,0.4236,1770.8,872.7,0.215
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xaf03b0032d5e71c6072db014aee0974074e0470cdc5b5d715e316379b9f20058,52169322600821890381117463154253211812785715327597043129121226793267434086998,"Will OpenAI’s Astra model be released by September 30, 2026?",True,30.0,0.00515,0.1546,2412.9,768.8,0.7115
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xed5a9e7831ee363d92cb102f2c21e2465b09196ef5beb7c8e23671851a1c3ca4,92467093729798172795860015164975956539777812580280382263501795773871198126752,"US x Iran diplomatic meeting by September 30, 2026?",True,200.0,0.00543,1.0854,2648.3,9163.3,0.24
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x5c5d128039632bafae6e04840b767fc8e09fc968db7492a09d462c15e4281c9e,5969790463413222218335448750847067179354862260921391326194626270886476619342,"Will Badr bin Hamad Al Busaidi attend a US x Iran diplomatic meeting by December 31, 2026?",True,50.0,0.00531,0.2655,585.4,704.3,0.195
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xbc43a765b1fb2a7ffabf7d57cc64be3754a07f6dbbb657130b520875f204c772,17443762976949623694088004697408060308723388673315163575129823536915593826648,Will Russia capture all of Vovchansk by September 30?,True,50.0,0.04372,2.1862,615.1,1010.7,0.105
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xabe0e41540b70f3535b0d9325a19bc6f8c6bcce0ce27c28636a2e1d5c0c4eda8,31380452762865791793264313641563783010295782641131937184752318076265493577821,"Will GPT-6 be released by August 31, 2026?",False,50.0,0.0048,0.2401,19429.8,2590.8,0.0305
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x305c77ad59fa89533c15e415d8e6a57eb490215094cc9f937b963a19c5f66c44,61266035338126609097678341943704872420259083406996666017235624389844409717472,US ceasefire against Iran continues through August 25?,False,500.0,0.00045,0.2266,27570.4,52285.5,0.935
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xc4ebab9f2830f6df67ab1b98615d5a9be8eebd106fd0f37e9a25e4a4edcc427c,10618696958805388450273982806566275602086720395274264354492776873006123003601,"Will no qualifying diplomatic US-Iran meeting occur by September 30, 2026?",True,375.0,0.00515,1.9307,12170.2,5434.5,0.742
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x49e66dd6b39c8168c0bc98019f9fa58b8a652bc4802fa13e34d54387cf490935,52701721217297870440322269470334104103557145081467809152267236523489919216804,"Will Elon Musk post 180-199 tweets from August 14 to August 21, 2026?",True,35.0,0.02509,0.878,485.8,959.1,0.32
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x72ae00a9c819522724484336c65afddffbd3a96596595530178493e25d6c39d6,61878077034939631499810076559734026691334391752953602121591808349124991762735,US ceasefire against Iran continues through August 22?,False,1000.0,0.00021,0.2071,60337.2,718294.3,0.9655
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x961be2a838df85be6e2fca3436a306c42b7bd43232281930b29058723882450e,34033024736666028240891966173782523244120584448013594407745887401970292248013,Printr FDV above $100M one day after launch?,False,50.0,0.0037,0.1849,1683.8,1777.6,0.066
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xa9104f56e519ebd4b67445d3f1d848c731246d164667c16076ccf5cd3c2cbae7,102405031957307560503561333409618095593477871114890353966023375026462360097063,Will S8UL Esports Win the 2026 Esports Content Group of the Year Award?,True,82.0,0.00213,0.1744,586.6,725.8,0.64
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x76d208e65b0e708b3ef3536854512df46d9bddd569d5aa7e292fec0e3b862e62,108375425309870667842617613967081856528632871005626681452824085755465254291659,Christopher Luxon out by September 30?,False,200.0,0.00753,1.507,14818.2,17417.9,0.075
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x47ec761ae98d7c28b20c0222f1507e3af0f198a904f86b4a264b2e987f0b80c7,3995405418988860809616760430893135352799035734473152509556306061162112667429,"US announces end of Iranian blockade by August 31, 2026?",False,400.0,0.00042,0.1678,243150.9,29776.5,0.065
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xf193c555c1774af3caa399ceca902cba13854b319f12ac0c2ab59ede05d0cd30,13893919128287584461536175260422749736049333920774122110491309291575426426033,"Will Elon Musk post 160-179 tweets from August 14 to August 21, 2026?",True,44.0,0.01478,0.6502,195.3,833.4,0.385
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x46ca741da4abd7ffa993f59ac65bfe83de43ae027accac71d263a493e44064e7,86011229287950365043519117852041614651767455889324682112682327985496937935368,"US announces end of Iranian blockade by December 31, 2026?",True,100.0,0.00161,0.1614,7731.0,9159.5,0.6885
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xcee04ba47d02f6c64642369b34193c355f64de1b9ae425c71ea4efef1989d271,87712920673252297509200151045391015262449055764880659907762503287643101055970,"US announces end of Iranian blockade by October 31, 2026?",True,30.0,0.02112,0.6335,2317.9,4516.2,0.535
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x5c79dfde05559b79a9cb9f7c4187e4d49632dd042572ae676952f812732591cc,83783489454659420807679723574840032660002326710045123865554753994450797728825,Strait of Hormuz traffic returns to normal by December 31?,True,400.0,0.00342,1.366,45726.7,32830.1,0.345
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xc1556ecbe613e403dfb9e38bf1b25a8aee2aa1687f2b343bc896dd2c9763ed74,10451124928493844849355057703558222404087423201197729105477623039880661055484,Israel x Iran ceasefire continues through August 31?,False,200.0,0.00048,0.0958,37584.2,26094.6,0.945
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x83f33a20c2c305163e90657b8e37ce126b13d27f76a0e3b45fa2fbbd834dc0f7,34121477552603842220562776406803032728334731986482841432311709319160089219357,Will any Uranium Enrichment % Cap (1+ Year) be in a US-Iran deal in 2026?,False,30.0,0.00319,0.0958,12496.1,3902.3,0.095
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xc289a877bc155123069739b21d690b3e8dc220b98f6ae3924468bbcbdfaf98dc,51304003362239709880504968390039580061990214698769992358487552410838121726408,Will Anthropic or OpenAI IPO first?,False,50.0,0.00183,0.0913,3415.9,4348.9,0.945
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x12aa13b3da17ceae1b0a59b5d5b77121e91bb79b4bb0b52bf6543ed3f8d0953b,55159722761418013044126414276680602270318000841690689684819994448621694923050,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,True,226.0,0.00348,0.7868,30485.7,16100.3,0.235
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0xfed2dd1e83691ca08b8bc08d2bed09cb19003730f2be47da6a467ee37df96fbb,106352973084247809978722887479381361784509565887960822996102387300658431649079,Mojtaba Khamenei seen in public by December 31?,True,100.0,0.00756,0.7556,33417.0,14777.3,0.245
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x59807c6726f0d7111f1879a255d11bf772fec5d58bd79562f76637c21a3bb6d9,32959319162469428241742931252794025673861016626327139344084864031443960739513,Will Dilution of Iranian Uranium be in a US-Iran deal in 2026?,False,30.0,0.00276,0.0829,6982.3,4508.3,0.095
2026-08-19T10:46:22Z,2026-08-19T10:45:31Z,0x11b5073c5821aaea68401dc0f3f5d8a76d8ea24047d573a070b1f3e5a37e3396,39215093907090950148144130723849992081011804245397427262749438484031259879910,"Will Russia capture all of Kostyantynivka by September 30, 2026?",True,50.0,0.00153,0.0767,4069.4,7548.3,0.125
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x0b44e9c6eb563adf459816f9a7a2de0aa66ba5423c474ecab30c97203a3e8207,59571367085964167120362569604430876382217425288722535684104776401279160424325,"Skin cancer vaccine FDA approved by December 31, 2027?",True,400.0,0.00124,0.4949,6202.2,5045.1,0.725
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x9dd2d1112783e7fcf3e0f65e832e3ae1a9e13542ca049c6058b766c1fa3165a5,103592957901796590595186407693340790065076358544019235933666878765230981590141,"Will OpenAI’s Astra model be released by October 31, 2026?",True,30.0,0.01178,0.3535,1048.4,1114.8,0.855
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,Will WTI Crude Oil (WTI) hit (HIGH) $90 in August?,True,100.0,0.00263,0.2631,2369.4,4797.7,0.385
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x9601280c3d5109783ba64644da25bdfdf120ce516a696f88a42f54ffd2ac761b,100634343526080296675519866299852321904923227713546778501901177732799107316096,US ceasefire against Iran continues through September 30?,True,1000.0,0.00024,0.2376,52607.9,111977.5,0.695
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xed5a9e7831ee363d92cb102f2c21e2465b09196ef5beb7c8e23671851a1c3ca4,92467093729798172795860015164975956539777812580280382263501795773871198126752,"US x Iran diplomatic meeting by September 30, 2026?",True,200.0,0.00935,1.8692,11925.0,26348.6,0.235
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x704e4ea883b17433c66119bde289259b3c7d3668a0101df9c66fda9350f17fd2,12689182484229854877669526860350721774940981883026493278950506200273140206090,Will Oura's market cap be between $7.5B and $10B at market close on IPO day?,False,30.0,0.00712,0.2136,5524.3,435.7,0.055
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x8f38b53c21eb19bc2f5765442d027063c72ef28a1e38e04931c289e7b4385ba0,1912123006659202393239555952183008613139794898030657820154477280141921306103,Will Scott Jennings be the next White House Press Secretary?,True,124.0,0.00148,0.1835,4260.9,2108.8,0.2785
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xcd9079a837d72a0eafde1dc692c819940bd030a295ddc67f27590e98df33878c,5704535028627813610807450987863678382834984459808017027367262166853701331994,"US announces end of Iranian blockade by September 14, 2026?",True,200.0,0.00086,0.1728,19867.3,14455.2,0.155
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x71dd44fa5059fbed28a279172185d3623aa34ce86be1936281df26b5d1b87200,94770042529883309392255966715551132169012522769091385480819155582901630638873,"US announces end of Iranian blockade by September 21, 2026?",True,200.0,0.00086,0.1726,14824.3,14474.8,0.225
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x30174f3f46398e37c96a07b45916e01eab9a8a854ecb624ac73a91a8490fd074,88752597571738831347942513760817776151125290177540731190810686943474863159303,"US announces end of Iranian blockade by September 30, 2026?",True,300.0,0.00056,0.1681,42737.4,22289.2,0.305
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x1c4c6a698f0591ddf0c96e1beb56f8c75112ef849331bf3b0388f14830a7421d,34732988886981510167874389845708832808627284379840131351229635795767825787404,Israel x Iran ceasefire continues through December 31?,True,100.0,0.00608,0.608,8173.4,21477.9,0.675
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x5801ce623a1d2dcb20bec5708fd9f881326aaf1ff82af22248aceccc7bf29708,22259676472245304836987936468688287000552053407103691651974610166463919922548,"Skin cancer vaccine BLA submitted by June 30, 2027?",True,400.0,0.00035,0.142,4824.3,17599.4,0.865
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x15d2e66dcf1d63c5695d6d0e9e2f8e06dd246d00fd5dfc254f2b22baa33bfa1b,79397895660526576528066965797785113521241099187839967306891454236823723226031,Mitch McConnell steps down from Senate before his term ends?,True,100.0,0.00128,0.1285,19572.8,9717.8,0.175
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x46ca741da4abd7ffa993f59ac65bfe83de43ae027accac71d263a493e44064e7,86011229287950365043519117852041614651767455889324682112682327985496937935368,"US announces end of Iranian blockade by December 31, 2026?",True,100.0,0.00115,0.1148,23775.0,10874.7,0.6955
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xc1556ecbe613e403dfb9e38bf1b25a8aee2aa1687f2b343bc896dd2c9763ed74,10451124928493844849355057703558222404087423201197729105477623039880661055484,Israel x Iran ceasefire continues through August 31?,False,200.0,0.00058,0.1158,21578.2,43484.9,0.955
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x9cb23d04b2ded06147482076688b69b487a8d982c63ebdda2ab3678cf27cf390,35198549486569600595408965368290795524428922595732253580266052028158040373233,Clarity Act (H.R.3633) signed into law in 2026?,True,100.0,0.00112,0.1118,30212.3,11171.1,0.215
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x8062cf78d93f9202f4c0a1018d141f4af35d486a368f07e65265f27d48b4e040,35480485928147694422522317298160081194603766865102488154902775756915955129166,"Will Anthropic IPO by October 31, 2026?",True,100.0,0.00103,0.103,8565.9,3030.2,0.735
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x420c29cfe95850eb2351fdef6ae4ff063b2a574aa947d0fe82e7433fd58946f2,85537695086136451841213091961585038790379342143882045014518113758321124798550,"US announces end of Iranian blockade by September 7, 2026?",True,200.0,0.00047,0.0949,52906.1,26336.2,0.105
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x490b4abcc5b23958f5515716fbab843574f9cffef4bc52eac3a3939809757b46,51360528208563810292617548915637013520775537929179951806395074353974983084730,Jack Lowden announced as next James Bond?,True,148.0,0.0006,0.0882,7266.9,5242.3,0.2315
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x47ec761ae98d7c28b20c0222f1507e3af0f198a904f86b4a264b2e987f0b80c7,3995405418988860809616760430893135352799035734473152509556306061162112667429,"US announces end of Iranian blockade by August 31, 2026?",False,400.0,0.00019,0.0743,288619.6,67311.5,0.055
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xcee04ba47d02f6c64642369b34193c355f64de1b9ae425c71ea4efef1989d271,87712920673252297509200151045391015262449055764880659907762503287643101055970,"US announces end of Iranian blockade by October 31, 2026?",True,30.0,0.00908,0.2723,6739.1,5459.2,0.505
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x008023f30b40ae88a3c968b90f7843e51f0f53963fba4d32d4ca17a62ea600e4,29323022755825172696816009380961334812790406894102285904412513227482999448164,"Next White House Press Secretary announced by September 4, 2026?",True,50.0,0.00133,0.0665,3342.9,2345.5,0.355
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x5c79dfde05559b79a9cb9f7c4187e4d49632dd042572ae676952f812732591cc,83783489454659420807679723574840032660002326710045123865554753994450797728825,Strait of Hormuz traffic returns to normal by December 31?,True,300.0,0.00022,0.066,56824.4,76609.9,0.345
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xfee11055c350d06a6165f39cee89aed0614bfb8dc121cafe6ac1a9a56ce60592,109043033056028331542121255630455620206200577792689769930516902682948519640408,Will the total domestic gross for Spider-Man: Brand New Day be between 800m and 900m by August 31?,True,25.0,0.00263,0.0659,1917.8,1183.1,0.585
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x76d208e65b0e708b3ef3536854512df46d9bddd569d5aa7e292fec0e3b862e62,108375425309870667842617613967081856528632871005626681452824085755465254291659,Christopher Luxon out by September 30?,False,200.0,0.00284,0.5676,66207.2,39525.7,0.065
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x39ffcd498550e7d615d55c7e372bac618d7277164ccf5c0ea2dbef61649e7dc4,96363937962641389463775878065997439343033650026766805032872983902119436951898,"Will Unitree be removed from Chinese Military Companies list by June 30, 2027?",True,50.0,0.00119,0.0597,2689.1,2613.5,0.14
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xcf4aaa65cf548f0bf28ec33b9a3e99dc2a9282047c8baad6cef9fb1ca9d35519,12119603566787603441206924665842875721619466546883933923933735870690293451213,"Will Elon Musk post 200-219 tweets from August 14 to August 21, 2026?",True,43.0,0.00238,0.1024,1308.9,2010.7,0.39
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xabe0e41540b70f3535b0d9325a19bc6f8c6bcce0ce27c28636a2e1d5c0c4eda8,31380452762865791793264313641563783010295782641131937184752318076265493577821,"Will GPT-6 be released by August 31, 2026?",False,50.0,0.00097,0.0487,44276.7,12830.7,0.0225
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x9b94d7e2e7250d156b02435f4d59634d357dc789d842eaee15c35c1158d5bca4,81141181734308200688529988294612116916451750660627985997279610187281303006599,US ceasefire against Iran continues through September 15?,True,500.0,0.0001,0.0482,28770.8,129615.4,0.795
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xcc59c2569d30b4b86993f3ff17bb900fffc56e7d98f1a5b02793fc9c133db99a,30168634295384984099987626703440157654602987915064535215384295190163901851184,Extended FDV above $300M one day after launch?,True,50.0,0.00087,0.0436,7166.6,1123.8,0.315
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xc4ebab9f2830f6df67ab1b98615d5a9be8eebd106fd0f37e9a25e4a4edcc427c,10618696958805388450273982806566275602086720395274264354492776873006123003601,"Will no qualifying diplomatic US-Iran meeting occur by September 30, 2026?",True,380.0,0.00094,0.3571,35367.7,29897.9,0.7555
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x305c77ad59fa89533c15e415d8e6a57eb490215094cc9f937b963a19c5f66c44,61266035338126609097678341943704872420259083406996666017235624389844409717472,US ceasefire against Iran continues through August 25?,False,200.0,0.00019,0.038,65741.5,115222.1,0.945
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x3de0f3d7d7efb40cde68e814d40a0b232832083653c8e78260eb999baa967de0,91347242536105459969213788769929618447748782724898414007495579710952664644740,US strike on Cuba by December 31?,True,100.0,0.00298,0.2979,41990.2,18827.8,0.165
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x8d8cfacfd90c29ddad706b5581527c5a052b6de324c0d0d4b95f3a388a0f3159,114404573799965005909576698727974057763171634253286736673812398472950967327249,"Will Elon Musk post 220-239 tweets from August 14 to August 21, 2026?",True,29.0,0.00113,0.0328,3561.0,2763.9,0.2665
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x627ed310dc3977b2d71d96a4f2fccd6050553f6f165efd6c29578f5678f3f863,10607811134100509957624069126100003761957535212038625093115595525420972141962,"Will Russia capture all of Kostyantynivka by December 31, 2026?",True,50.0,0.00059,0.0293,10667.3,12097.3,0.495
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xbdc0827c873d1c3c538e549ab94c77829f7e40fd3376b25164c0279f744a87bc,12185556481340489379773654389350032355704902537483278634717505718103733768215,"US x Iran diplomatic meeting by August 31, 2026?",False,200.0,0.00053,0.1057,150739.9,94549.1,0.045
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x72ae00a9c819522724484336c65afddffbd3a96596595530178493e25d6c39d6,61878077034939631499810076559734026691334391752953602121591808349124991762735,US ceasefire against Iran continues through August 22?,False,200.0,0.00013,0.0263,95030.9,1893539.9,0.973
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xbad91c213787a7542345b8abd72a1d55754987c47ba82ef5d4aa625ac046f024,5999744809251301706347643347936329832844892022892714657139343310900542354250,Iran full airspace closure by August 31?,False,40.0,0.00066,0.0264,1374752.9,18944.3,0.0235
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0xc1219243f9bab179c3c6f5a895cdd38a0fc53f301507644bf67c76b696ea3647,86298667182609307970229106799652210459933331086903884933167999846072287961743,Will Oura's market cap be less than $7.5B at market close on IPO day?,True,30.0,0.00085,0.0256,970.5,3662.2,0.14
2026-08-20T03:08:36Z,2026-08-20T03:07:48Z,0x2f7fd7124a7ff44d324a49cda1415371c7cc4ee111f60b288a3d6ad194319d15,23705583736348706533988510839759433821053113814025766422082583385077433681175,Will NVIDIA be the largest company in the world by market cap on September 30?,False,30.0,0.00083,0.0249,3765.7,23327.3,0.915
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x9601280c3d5109783ba64644da25bdfdf120ce516a696f88a42f54ffd2ac761b,100634343526080296675519866299852321904923227713546778501901177732799107316096,US ceasefire against Iran continues through September 30?,True,1000.0,0.00106,1.0562,11822.7,16333.7,0.645
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x30174f3f46398e37c96a07b45916e01eab9a8a854ecb624ac73a91a8490fd074,88752597571738831347942513760817776151125290177540731190810686943474863159303,"US announces end of Iranian blockade by September 30, 2026?",True,300.0,0.00178,0.5351,12781.6,6996.1,0.285
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x9b94d7e2e7250d156b02435f4d59634d357dc789d842eaee15c35c1158d5bca4,81141181734308200688529988294612116916451750660627985997279610187281303006599,US ceasefire against Iran continues through September 15?,True,500.0,0.001,0.4992,12508.5,25741.0,0.74
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x0b44e9c6eb563adf459816f9a7a2de0aa66ba5423c474ecab30c97203a3e8207,59571367085964167120362569604430876382217425288722535684104776401279160424325,"Skin cancer vaccine FDA approved by December 31, 2027?",True,200.0,0.00222,0.4436,15532.5,5623.6,0.725
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x71dd44fa5059fbed28a279172185d3623aa34ce86be1936281df26b5d1b87200,94770042529883309392255966715551132169012522769091385480819155582901630638873,"US announces end of Iranian blockade by September 21, 2026?",True,200.0,0.00203,0.4059,6146.4,9516.8,0.2
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x2d215dfc6dc0e7be3bf0bc077adc3ab5dc562cdfe455bfff02a6723f1c98cf48,95033970965067298364754489734745587181272303107799386420668793859825751365027,Theo James announced as next James Bond?,False,27.0,0.0124,0.3349,413.5,248.8,0.0635
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xcc59c2569d30b4b86993f3ff17bb900fffc56e7d98f1a5b02793fc9c133db99a,30168634295384984099987626703440157654602987915064535215384295190163901851184,Extended FDV above $300M one day after launch?,True,50.0,0.00584,0.292,1063.8,2501.8,0.345
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x8d8cfacfd90c29ddad706b5581527c5a052b6de324c0d0d4b95f3a388a0f3159,114404573799965005909576698727974057763171634253286736673812398472950967327249,"Will Elon Musk post 220-239 tweets from August 14 to August 21, 2026?",True,46.0,0.02609,1.2001,1369.9,466.6,0.4065
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x2f112a1cd954debe3438caac411ca4395cc53be0e1580a5802ab42618b94aff7,34349914026097401057128861099057880661380967396881948920123251373255308524355,Russia Elections: United Russia Wins Every Region?,True,50.0,0.00439,0.2194,1584.5,1418.3,0.665
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x55937e321733f53af84a7c74884fc86801b97def5b14be888250e7d5057f4be8,12271201066702671192512366723059850977877323787698905069269847136574521131200,Will WTI Crude Oil (WTI) hit (HIGH) $90 in August?,True,100.0,0.00212,0.2121,53.8,2940.8,0.615
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xed5a9e7831ee363d92cb102f2c21e2465b09196ef5beb7c8e23671851a1c3ca4,92467093729798172795860015164975956539777812580280382263501795773871198126752,"US x Iran diplomatic meeting by September 30, 2026?",True,200.0,0.00335,0.6702,14870.8,16846.6,0.23
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xfee11055c350d06a6165f39cee89aed0614bfb8dc121cafe6ac1a9a56ce60592,109043033056028331542121255630455620206200577792689769930516902682948519640408,Will the total domestic gross for Spider-Man: Brand New Day be between 800m and 900m by August 31?,True,25.0,0.00705,0.1762,440.2,1099.0,0.595
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x684e5b72d4e407695397a79ed75ef37273c2655ca2548791a4153233d3744696,11876606915924142133615854761923277060697657209957870741155164849437788272266,Will NVIDIA be the largest company in the world by market cap on December 31?,True,31.0,0.018,0.5581,681.8,927.8,0.725
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xb7d6db12a48e282585501f57871e6e482b9e2c41c68d1d5019bdbd2902209b69,13676207362387655746963205713590038128620088110508381127494033198879282220597,"Will Russia enter Druzkhivka by December 31, 2026?",True,50.0,0.00276,0.138,2257.9,3601.5,0.545
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x46ca741da4abd7ffa993f59ac65bfe83de43ae027accac71d263a493e44064e7,86011229287950365043519117852041614651767455889324682112682327985496937935368,"US announces end of Iranian blockade by December 31, 2026?",True,100.0,0.00123,0.1231,20865.8,10138.2,0.6915
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xabe0e41540b70f3535b0d9325a19bc6f8c6bcce0ce27c28636a2e1d5c0c4eda8,31380452762865791793264313641563783010295782641131937184752318076265493577821,"Will GPT-6 be released by August 31, 2026?",False,50.0,0.00248,0.1239,28655.9,5033.8,0.02
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x8f38b53c21eb19bc2f5765442d027063c72ef28a1e38e04931c289e7b4385ba0,1912123006659202393239555952183008613139794898030657820154477280141921306103,Will Scott Jennings be the next White House Press Secretary?,True,110.0,0.00111,0.1224,3001.6,2806.2,0.2795
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xe5b6626c2289a7aa8962f1f6e001119cd2c398a7160937416fe1c5a2c3671b2b,64560403554199727186976197678168939291412407939123176985568118037522170599338,Will Emerson Nolasco Delgado win the next Huancayo mayoral elections?,True,114.0,0.001,0.1136,1252.9,1777.1,0.335
